Time Stamp,Energy Output (kWh),Global Horizontal Irradiance GHI,Direct Normal Irradiance Dni,Diffuse Horizontal Irradiance DHI,Air Temperature,Wind Direction At 3 Meter,Wind Speed At 3 Meter,Relative Humidity,Barometric Pressure,Source,Region
2016-05-01 00:00:00+03:00,1711.4457599999998,7768.0,6118.0,3048.0,34.5,49.0,3.8,13.7,927.1,Sharurah Technical Institute,South
2016-05-01 00:00:00+03:00,1434.72384,6512.0,3852.0,3388.0,32.6,246.0,3.4,70.1,1005.3,Saline Water Conversion Corporation (Farasan) Station,South
2016-05-01 00:00:00+03:00,1684.78704,7647.0,5451.0,3319.0,31.2,38.0,2.0,18.2,881.0,Najran University Station,South
2016-05-01 00:00:00+03:00,1435.3848,6515.0,3622.0,3549.0,32.3,305.0,3.2,69.1,1006.7,Jazan University Station,South
2016-06-01 00:00:00+03:00,1683.68544,7642.0,5321.0,3434.0,36.2,36.0,3.8,9.8,924.3,Sharurah Technical Institute,South
2016-06-01 00:00:00+03:00,1409.16672,6396.0,3688.0,3394.0,32.8,57.0,2.2,34.5,889.9,Tuhamat Qahtan Technical Institute,South
2016-06-01 00:00:00+03:00,1710.7848,7765.0,5453.0,3459.0,33.2,29.0,2.1,11.5,878.9,Najran University Station,South
2016-06-01 00:00:00+03:00,1372.15296,6228.0,2880.0,3840.0,33.8,296.0,3.5,64.8,1003.4,Jazan University Station,South
2016-06-01 00:00:00+03:00,1406.08224,6382.0,3229.0,3700.0,34.4,273.0,3.6,64.0,1002.4,Saline Water Conversion Corporation (Farasan) Station,South
2016-07-01 00:00:00+03:00,1533.2068800000002,6959.0,4180.0,3586.0,34.6,356.0,2.7,17.7,875.8,Najran University Station,South
2016-07-01 00:00:00+03:00,1165.4928,5290.0,2196.0,3449.0,30.7,55.0,2.1,50.1,888.4,Tuhamat Qahtan Technical Institute,South
2016-07-01 00:00:00+03:00,1579.03344,7167.0,4562.0,3494.0,36.6,316.0,3.9,17.0,920.9,Sharurah Technical Institute,South
2016-07-01 00:00:00+03:00,1180.03392,5356.0,2131.0,3532.0,32.6,286.0,3.5,68.3,1002.4,Jazan University Station,South
2016-07-01 00:00:00+03:00,1237.31712,5616.0,2518.0,3475.0,34.0,283.0,2.5,63.9,1001.2,Saline Water Conversion Corporation (Farasan) Station,South
2016-08-01 00:00:00+03:00,1565.5939200000005,7106.0,5001.0,3185.0,35.8,171.0,4.0,21.2,922.5,Sharurah Technical Institute,South
2016-08-01 00:00:00+03:00,1284.68592,5831.0,3502.0,3009.0,29.2,55.0,2.1,58.3,889.7,Tuhamat Qahtan Technical Institute,South
2016-08-01 00:00:00+03:00,1293.49872,5871.0,3196.0,3236.0,33.4,265.0,3.5,70.1,1003.0,Saline Water Conversion Corporation (Farasan) Station,South
2016-08-01 00:00:00+03:00,1556.12016,7063.0,5050.0,3122.0,33.4,6.0,2.5,19.2,877.0,Najran University Station,South
2016-08-01 00:00:00+03:00,1290.63456,5858.0,3232.0,3170.0,32.0,310.0,2.9,72.1,1004.2,Jazan University Station,South
2016-09-01 00:00:00+03:00,1314.64944,5967.0,3920.0,2859.0,33.7,249.0,3.3,71.1,1004.2,Saline Water Conversion Corporation (Farasan) Station,South
2016-09-01 00:00:00+03:00,1318.83552,5986.0,4510.0,2562.0,30.6,60.0,2.2,42.4,891.0,Tuhamat Qahtan Technical Institute,South
2016-09-01 00:00:00+03:00,1319.0558399999998,5987.0,3955.0,2821.0,32.7,311.0,1.5,69.5,1005.6,Jazan University Station,South
2016-09-01 00:00:00+03:00,1565.15328,7104.0,6358.0,2375.0,34.2,49.0,3.5,14.3,926.0,Sharurah Technical Institute,South
2016-09-01 00:00:00+03:00,1533.6475199999998,6961.0,5670.0,2711.0,31.3,42.0,2.2,15.3,880.1,Najran University Station,South
2016-10-01 00:00:00+03:00,1318.83552,5986.0,5885.0,1872.0,31.0,32.0,2.3,67.0,1009.2,Jazan University Station,South
2016-10-01 00:00:00+03:00,1537.17264,6977.0,8420.0,1441.0,24.8,65.0,1.7,14.4,883.9,Najran University Station,South
2016-10-01 00:00:00+03:00,1308.2601599999998,5938.0,5871.0,1874.0,31.9,213.0,3.0,66.3,1007.8,Saline Water Conversion Corporation (Farasan) Station,South
2016-10-01 00:00:00+03:00,1511.83584,6862.0,8255.0,1419.0,27.2,41.0,2.7,13.7,931.1,Sharurah Technical Institute,South
2016-10-01 00:00:00+03:00,1440.4521599999998,6538.0,7634.0,1374.0,28.5,33.0,2.3,25.9,893.6,Tuhamat Qahtan Technical Institute,South
2016-11-01 00:00:00+03:00,1062.6033599999998,4823.0,4479.0,2009.0,29.2,150.0,3.2,70.3,1010.9,Saline Water Conversion Corporation (Farasan) Station,South
2016-11-01 00:00:00+03:00,1319.9371199999998,5991.0,7840.0,1306.0,21.1,85.0,1.6,27.2,886.0,Najran University Station,South
2016-11-01 00:00:00+03:00,1283.364,5825.0,7433.0,1413.0,23.7,50.0,3.1,26.3,933.7,Sharurah Technical Institute,South
2016-11-01 00:00:00+03:00,1190.60928,5404.0,6653.0,1366.0,25.2,5.0,2.2,37.1,895.5,Tuhamat Qahtan Technical Institute,South
2016-11-01 00:00:00+03:00,1088.82144,4942.0,4743.0,1930.0,28.6,323.0,2.8,69.5,1012.4,Jazan University Station,South
2016-12-01 00:00:00+03:00,1021.40352,4636.0,4488.0,1984.0,27.7,169.0,3.1,76.2,1012.7,Saline Water Conversion Corporation (Farasan) Station,South
2016-12-01 00:00:00+03:00,1027.35216,4663.0,4764.0,1826.0,27.2,341.0,2.7,75.7,1014.2,Jazan University Station,South
2016-12-01 00:00:00+03:00,1217.48832,5526.0,7991.0,1064.0,22.7,57.0,3.6,31.4,934.9,Sharurah Technical Institute,South
2016-12-01 00:00:00+03:00,1240.18128,5629.0,8149.0,1083.0,20.0,101.0,1.7,31.6,886.6,Najran University Station,South
2016-12-01 00:00:00+03:00,1166.5944,5295.0,7220.0,1112.0,24.3,47.0,2.0,47.7,896.4,Tuhamat Qahtan Technical Institute,South
2017-01-01 00:00:00+03:00,1067.67072,4846.0,4809.0,1898.0,26.4,331.0,2.8,75.7,1013.9,Jazan University Station,South
2017-01-01 00:00:00+03:00,,,,,,,,,,Sharurah Technical Institute,South
2017-01-01 00:00:00+03:00,1157.56128,5254.0,6505.0,1324.0,23.8,54.0,1.9,53.8,895.8,Tuhamat Qahtan Technical Institute,South
2017-01-01 00:00:00+03:00,1273.89024,5782.0,7774.0,1286.0,20.0,88.0,1.7,25.2,885.4,Najran University Station,South
2017-01-01 00:00:00+03:00,1062.38304,4822.0,4814.0,1908.0,26.9,155.0,3.1,77.1,1012.4,Saline Water Conversion Corporation (Farasan) Station,South
2017-02-01 00:00:00+03:00,,,,,,,,,,Sharurah Technical Institute,South
2017-02-01 00:00:00+03:00,1021.62384,4637.0,2564.0,2883.0,27.0,178.0,3.8,75.2,1011.6,Saline Water Conversion Corporation (Farasan) Station,South
2017-02-01 00:00:00+03:00,987.0336,4480.0,2575.0,2707.0,26.6,344.0,3.1,73.7,1013.3,Jazan University Station,South
